"","stationid","lat","lon","source"
"30167","US_0009094",42.15956105,-123.4789509,"gsim"
"30168","US_0009095",42.0387233,-123.7484043,"gsim"
"30169","US_0009096",42.23177936,-123.66368,"gsim"
"30170","US_0009097",42.520664,-124.0442535,"gsim"
"30171","US_0009098",42.12344278,-124.1873107,"gsim"
"30172","US_0009099",55.4160513,-130.8691965,"gsim"
"30173","US_0009100",56.1996415,-131.5083622,"gsim"
"30174","US_0009101",56.2129778,-131.6383585,"gsim"
"30175","US_0009102",56.70772188,-132.1319653,"gsim"
"30176","US_0009103",57.0054957,-132.7808829,"gsim"
"30177","US_0009104",58.53829828,-133.7017432,"gsim"
"30178","US_0009105",58.2746725,-134.3156547,"gsim"
"30179","US_0009106",58.30661738,-134.403159,"gsim"
"30180","US_0009107",58.33217378,-134.4676074,"gsim"
"30181","US_0009108",58.3913429,-134.4226062,"gsim"
"30182","US_0009109",58.85162387,-134.710401,"gsim"
"30183","US_0009110",59.5116183,-135.3462752,"gsim"
"30184","US_0009111",55.3916038,-131.1955833,"gsim"
"30185","US_0009112",55.8010287,-133.1103222,"gsim"
"30186","US_0009113",55.3951944,-132.4086268,"gsim"
"30187","US_0009114",57.06658247,-135.2967628,"gsim"
"30188","US_0009115",57.0510267,-135.2295402,"gsim"
"30189","US_0009116",58.08299837,-134.6334448,"gsim"
"30190","US_0009117",57.662435,-135.1867819,"gsim"
"30191","US_0009118",57.6779902,-135.2231705,"gsim"
"30192","US_0009119",57.8413277,-135.0376135,"gsim"
"30193","US_0009120",58.33022717,-134.5906698,"gsim"
"30194","US_0009121",59.39471189,-138.083688,"gsim"
"30195","US_0009122",59.58636636,-139.4941877,"gsim"
"30196","US_0009123",59.52358729,-139.7452729,"gsim"
"30197","US_0009124",62.30121279,-145.3077114,"gsim"
"30198","US_0009125",62.5203918,-145.5330154,"gsim"
"30199","US_0009126",62.05508477,-145.4282607,"gsim"
"30200","US_0009127",61.66090357,-145.186003,"gsim"
"30201","US_0009128",61.46507857,-144.4579232,"gsim"
"30202","US_0009129",60.6711432,-144.7467135,"gsim"
"30203","US_0009130",60.5186253,-145.7917173,"gsim"
"30204","US_0009131",60.58667537,-145.620022,"gsim"
"30205","US_0009132",61.0833653,-146.3056272,"gsim"
"30206","US_0009133",60.36995858,-148.8987624,"gsim"
"30207","US_0009134",60.19777389,-149.3754835,"gsim"
"30208","US_0009135",60.0688812,-149.4543636,"gsim"
"30209","US_0009136",59.4799395,-151.6471106,"gsim"
"30210","US_0009137",59.77774568,-150.7562948,"gsim"
"30211","US_0009138",59.79774138,-150.8654632,"gsim"
"30212","US_0009139",60.04841667,-151.6649167,"gsim"
"30213","US_0009140",60.3174767,-151.2619378,"gsim"
"30214","US_0009141",60.4330358,-149.3740777,"gsim"
"30215","US_0009142",60.49219269,-149.8099203,"gsim"
"30216","US_0009143",60.4799795,-149.882711,"gsim"
"30217","US_0009144",60.466099,-150.60109,"gsim"
"30218","US_0009145",60.4905439,-150.6327592,"gsim"
"30219","US_0009146",60.4769289,-151.0816675,"gsim"
"30220","US_0009147",60.82027267,-149.427443,"gsim"
"30221","US_0009148",60.8974833,-148.9241074,"gsim"
"30222","US_0009149",61.08361237,-149.8258032,"gsim"
"30223","US_0009150",61.16667096,-149.7727527,"gsim"
"30224","US_0009151",61.22500619,-149.6372008,"gsim"
"30225","US_0009152",61.5044605,-149.032765,"gsim"
"30226","US_0009153",61.8028244,-147.6847068,"gsim"
"30227","US_0009154",61.6828021,-149.045541,"gsim"
"30228","US_0009155",61.6086312,-149.0730432,"gsim"
"30229","US_0009156",61.7097433,-149.231938,"gsim"
"30230","US_0009157",63.10343837,-147.5180902,"gsim"
"30231","US_0009158",63.1190095,-146.5314208,"gsim"
"30232","US_0009159",62.7672899,-149.6933794,"gsim"
"30233","US_0009160",62.3464388,-150.019201,"gsim"
"30234","US_0009161",62.1748474,-150.1726719,"gsim"
"30235","US_0009162",61.78030346,-149.8866786,"gsim"
"30236","US_0009163",61.7675212,-150.3391832,"gsim"
"30237","US_0009164",61.87250918,-151.3691358,"gsim"
"30238","US_0009165",61.5441796,-150.5147329,"gsim"
"30239","US_0009166",57.684263,-153.4217284,"gsim"
"30240","US_0009167",57.6025645,-152.405523,"gsim"
"30241","US_0009168",55.1769059,-162.6895109,"gsim"
"30242","US_0009169",59.85876257,-154.8755187,"gsim"
"30243","US_0009170",59.7859761,-155.2552406,"gsim"
"30244","US_0009171",59.7579499,-153.8468866,"gsim"
"30245","US_0009172",59.93483,-158.1900062,"gsim"
"30246","US_0009173",59.7926376,-155.5246895,"gsim"
"30247","US_0009174",59.8424682,-155.7185564,"gsim"
"30248","US_0009175",59.3484391,-157.4752426,"gsim"
"30249","US_0009176",62.9521517,-155.5887347,"gsim"
"30250","US_0009177",61.8687445,-158.1137848,"gsim"
"30251","US_0009178",64.3088552,-141.4045168,"gsim"
"30252","US_0009179",64.789168,-141.2000892,"gsim"
"30253","US_0009180",65.23943139,-141.6551518,"gsim"
"30254","US_0009181",65.3952435,-142.430455,"gsim"
"30255","US_0009182",67.4239232,-140.8938048,"gsim"
"30256","US_0009183",66.9902637,-143.1404436,"gsim"
"30257","US_0009184",67.09656617,-147.1871195,"gsim"
"30258","US_0009185",65.8751013,-149.7203487,"gsim"
"30259","US_0009186",65.5064729,-150.1733608,"gsim"
"30260","US_0009187",63.0060583,-141.8069194,"gsim"
"30261","US_0009188",63.31632337,-142.643894,"gsim"
"30262","US_0009189",63.3879716,-143.748634,"gsim"
"30263","US_0009190",64.4501744,-144.9445717,"gsim"
"30264","US_0009191",64.1551574,-145.8523388,"gsim"
"30265","US_0009192",63.2404219,-145.4697352,"gsim"
"30266","US_0009193",64.4723591,-146.926265,"gsim"
"30267","US_0009194",64.792344,-147.8413097,"gsim"
"30268","US_0009195",64.9023739,-146.359366,"gsim"
"30269","US_0009196",64.7959681,-147.201303,"gsim"
"30270","US_0009197",64.8004119,-147.2301929,"gsim"
"30271","US_0009198",64.88568988,-147.2496477,"gsim"
"30272","US_0009199",64.8454026,-147.703536,"gsim"
"30273","US_0009200",64.0084337,-148.7281673,"gsim"
"30274","US_0009201",64.01121149,-148.727612,"gsim"
"30275","US_0009202",64.56481499,-149.0940628,"gsim"
"30276","US_0009203",63.457319,-148.8053397,"gsim"
"30277","US_0009204",63.8448197,-148.9459267,"gsim"
"30278","US_0009205",63.85370837,-148.9578719,"gsim"
"30279","US_0009206",64.2175873,-149.2801348,"gsim"
"30280","US_0009207",64.7921761,-155.5633035,"gsim"
"30281","US_0009208",64.74050977,-155.4919074,"gsim"
"30282","US_0009209",67.4379087,-150.0777446,"gsim"
"30283","US_0009210",67.25429,-150.1760612,"gsim"
"30284","US_0009211",66.04695537,-154.2609683,"gsim"
"30285","US_0009212",64.3271084,-158.7219249,"gsim"
"30286","US_0009213",61.9336866,-162.8829356,"gsim"
"30287","US_0009214",63.9342965,-160.3074725,"gsim"
"30288","US_0009215",66.9455603,-156.9116193,"gsim"
"30289","US_0009216",67.08638179,-157.8502846,"gsim"
"30290","US_0009217",66.972994,-160.1336307,"gsim"
"30291","US_0009218",67.5710024,-162.9467639,"gsim"
"30292","US_0009219",67.8754405,-163.6773733,"gsim"
"30293","US_0009220",70.4953764,-157.395848,"gsim"
"30294","US_0009221",69.76639048,-154.6644064,"gsim"
"30295","US_0009222",70.270199,-151.872308,"gsim"
"30296","US_0009223",70.2201986,-151.8378484,"gsim"
"30297","US_0009224",69.3605,-152.1226944,"gsim"
"30298","US_0009225",70.1652244,-150.9197605,"gsim"
"30299","US_0009226",70.28138539,-148.962786,"gsim"
"30300","US_0009227",68.2146132,-149.406411,"gsim"
"30301","US_0009228",69.0158333,-148.8177778,"gsim"
"30302","US_0009229",69.0896529,-148.7622664,"gsim"
"30303","US_0009230",22.13280556,-159.6199444,"gsim"
"30304","US_0009231",22.11712165,-159.6010913,"gsim"
"30305","US_0009232",22.08583333,-159.5690833,"gsim"
"30306","US_0009233",21.98038889,-159.6600833,"gsim"
"30307","US_0009234",21.97138889,-159.6461389,"gsim"
"30308","US_0009235",21.95491667,-159.5507778,"gsim"
"30309","US_0009236",22.03669444,-159.3801667,"gsim"
"30310","US_0009237",22.06405228,-159.4363683,"gsim"
"30311","US_0009238",22.06877778,-159.4151667,"gsim"
"30312","US_0009239",22.04904494,-159.3699812,"gsim"
"30313","US_0009240",22.0756111,-159.3958889,"gsim"
"30314","US_0009241",22.10094344,-159.3719248,"gsim"
"30315","US_0009242",22.14821944,-159.3522806,"gsim"
"30316","US_0009243",22.17863889,-159.418611,"gsim"
"30317","US_0009244",22.17958333,-159.4663889,"gsim"
"30318","US_0009245",22.13588889,-159.557861,"gsim"
"30319","US_0009246",21.51627778,-157.9453056,"gsim"
"30320","US_0009247",21.48880556,-157.9960556,"gsim"
"30321","US_0009248",21.52016135,-157.9791959,"gsim"
"30322","US_0009249",21.50158333,-158.1801667,"gsim"
"30323","US_0009250",21.47230556,-158.0444722,"gsim"
"30324","US_0009251",21.4671111,-157.9587778,"gsim"
"30325","US_0009252",21.38347222,-158.0109167,"gsim"
"30326","US_0009253",21.39569444,-157.9783056,"gsim"
"30327","US_0009254",21.3821111,-157.9370278,"gsim"
"30328","US_0009255",21.39294319,-157.8908656,"gsim"
"30329","US_0009256",21.382,-157.9033333,"gsim"
"30330","US_0009257",21.37188889,-157.9127222,"gsim"
"30331","US_0009258",21.37822119,-157.8700328,"gsim"
"30332","US_0009259",21.3633611,-157.8444444,"gsim"
"30333","US_0009260",21.33822323,-157.8739226,"gsim"
"30334","US_0009261",21.34608333,-157.8249167,"gsim"
"30335","US_0009262",21.3283611,-157.800861,"gsim"
"30336","US_0009263",21.32822222,-157.799611,"gsim"
"30337","US_0009264",21.29322222,-157.8127222,"gsim"
"30338","US_0009265",21.30666667,-157.7883333,"gsim"
"30339","US_0009266",21.30666667,-157.7805556,"gsim"
"30340","US_0009267",21.28927778,-157.8046389,"gsim"
"30341","US_0009268",21.3595,-157.7621667,"gsim"
"30342","US_0009269",21.39338889,-157.80375,"gsim"
"30343","US_0009270",21.40920833,-157.8232306,"gsim"
"30344","US_0009271",21.43872222,-157.843861,"gsim"
"30345","US_0009272",21.44710625,-157.8578089,"gsim"
"30346","US_0009273",21.44816667,-157.856611,"gsim"
"30347","US_0009274",21.48202778,-157.8458889,"gsim"
"30348","US_0009275",21.49708333,-157.8629722,"gsim"
"30349","US_0009276",21.50841667,-157.8548889,"gsim"
"30350","US_0009277",21.5406111,-157.8825556,"gsim"
"30351","US_0009278",21.55638889,-157.8988889,"gsim"
"30352","US_0009279",21.5861111,-157.9080556,"gsim"
"30353","US_0009280",21.62055556,-158.015,"gsim"
"30354","US_0009281",21.63547222,-158.0545833,"gsim"
"30355","US_0009282",21.56233333,-158.00025,"gsim"
"30356","US_0009283",21.1555,-156.7619722,"gsim"
"30357","US_0009284",21.13237027,-156.8830209,"gsim"
"30358","US_0009285",21.14209259,-156.9188534,"gsim"
"30359","US_0009286",21.1593151,-156.9288538,"gsim"
"30360","US_0009287",21.1026514,-157.0066299,"gsim"
"30361","US_0009288",21.09652778,-157.017861,"gsim"
"30362","US_0009289",21.10987076,-156.9035754,"gsim"
"30363","US_0009290",21.06997222,-156.9483333,"gsim"
"30364","US_0009291",21.14540699,-156.7349625,"gsim"
"30365","US_0009292",20.68097575,-156.0666444,"gsim"
"30366","US_0009293",20.6683611,-156.0522222,"gsim"
"30367","US_0009294",20.8068611,-156.1142222,"gsim"
"30368","US_0009295",20.8143611,-156.1429722,"gsim"
"30369","US_0009296",20.84119444,-156.1428889,"gsim"
"30370","US_0009297",20.85262534,-156.1885798,"gsim"
"30371","US_0009298",20.8711111,-156.2155556,"gsim"
"30372","US_0009299",20.8840126,-156.2449657,"gsim"
"30373","US_0009300",20.88563889,-156.2525556,"gsim"
"30374","US_0009301",20.88238889,-156.5392778,"gsim"
"30375","US_0009302",20.9358611,-156.5468333,"gsim"
"30376","US_0009303",20.97869444,-156.5545,"gsim"
"30377","US_0009304",20.96208333,-156.5884722,"gsim"
"30378","US_0009305",20.88494444,-156.6726667,"gsim"
"30379","US_0009306",20.58972222,-156.5563889,"gsim"
"30380","US_0009307",20.59027778,-156.5972222,"gsim"
"30381","US_0009308",19.63863116,-155.171673,"gsim"
"30382","US_0009309",19.71779323,-155.266117,"gsim"
"30383","US_0009310",19.71213889,-155.15075,"gsim"
"30384","US_0009311",19.76433333,-155.1518333,"gsim"
"30385","US_0009312",20.08533333,-155.6811667,"gsim"
"30386","US_0009313",20.08388153,-155.6802747,"gsim"
"30387","US_0009314",20.07108333,-155.67075,"gsim"
"30388","US_0009315",20.0456111,-155.6816944,"gsim"
"30389","US_0009316",20.0516609,-155.6641644,"gsim"
"30390","US_0009317",20.04363889,-155.6639722,"gsim"
"30391","US_0009318",20.03805027,-155.648609,"gsim"
"30392","US_0009319",19.41142799,-155.846101,"gsim"
"30393","US_0009320",19.17115496,-155.5966615,"gsim"
"30394","US_0009321",19.20777778,-155.4770833,"gsim"
"30395","US_0009322",38.85165929,-106.9533773,"gsim"
"30396","US_0009323",39.4297222,-106.0427778,"gsim"
"30397","US_0009324",39.5191557,-104.7796975,"gsim"
"30398","US_0009325",39.705,-106.7258333,"gsim"
"30399","US_0009326",39.71887625,-105.6944484,"gsim"
"30400","US_0009327",39.8109722,-104.9515833,"gsim"
"30401","US_0009328",40.3538729,-105.5841679,"gsim"
"30402","US_0009329",40.48694444,-84.4816667,"gsim"
"30403","US_0009330",18.29721058,-66.87348497,"gsim"
"30404","US_0009331",18.39443982,-66.8176066,"gsim"
"30405","US_0009332",18.24220775,-66.7219104,"gsim"
"30406","US_0009333",18.3000995,-66.703716,"gsim"
"30407","US_0009334",18.2108288,-66.5628032,"gsim"
"30408","US_0009335",18.2294279,-66.6367066,"gsim"
"30409","US_0009336",18.29717468,-66.6429513,"gsim"
"30410","US_0009337",18.32410113,-66.6206455,"gsim"
"30411","US_0009338",18.29873289,-66.7826336,"gsim"
"30412","US_0009339",18.4121002,-66.7143277,"gsim"
"30413","US_0009340",18.4535347,-66.7020721,"gsim"
"30414","US_0009341",18.29372253,-66.413351,"gsim"
"30415","US_0009342",18.23396665,-66.45444347,"gsim"
"30416","US_0009343",18.32243776,-66.4595683,"gsim"
"30417","US_0009344",18.428972,-66.5264747,"gsim"
"30418","US_0009345",18.35161725,-66.3348915,"gsim"
"30419","US_0009346",18.4453298,-66.3739892,"gsim"
"30420","US_0009347",18.15801429,-66.22850099,"gsim"
"30421","US_0009348",18.22017012,-66.2242317,"gsim"
"30422","US_0009349",18.29941118,-66.2281929,"gsim"
"30423","US_0009350",18.344012,-66.23842638,"gsim"
"30424","US_0009351",18.40959249,-66.26057109,"gsim"
"30425","US_0009352",18.16718065,-66.1215551,"gsim"
"30426","US_0009353",18.2007903,-66.1387777,"gsim"
"30427","US_0009354",18.33228474,-66.1390891,"gsim"
"30428","US_0009355",18.34300579,-66.0518324,"gsim"
"30429","US_0009356",18.36127466,-66.0654132,"gsim"
"30430","US_0009357",18.4075533,-66.06894369,"gsim"
"30431","US_0009358",18.1180165,-65.98821947,"gsim"
"30432","US_0009359",18.15187883,-65.9563133,"gsim"
"30433","US_0009360",18.1837189,-65.9610553,"gsim"
"30434","US_0009361",18.16023654,-66.0396094,"gsim"
"30435","US_0009362",18.24070482,-66.00919819,"gsim"
"30436","US_0009363",18.25629848,-66.0439017,"gsim"
"30437","US_0009364",18.23216426,-65.8849385,"gsim"
"30438","US_0009365",18.21408426,-65.9257775,"gsim"
"30439","US_0009366",18.25649864,-65.9676837,"gsim"
"30440","US_0009367",18.292508,-66.0446989,"gsim"
"30441","US_0009368",18.3402753,-66.00558468,"gsim"
"30442","US_0009369",18.34844996,-65.99007067,"gsim"
"30443","US_0009370",18.31648528,-65.88852228,"gsim"
"30444","US_0009371",18.35791434,-65.8136078,"gsim"
"30445","US_0009372",18.34341485,-65.8415914,"gsim"
"30446","US_0009373",18.3268221,-65.75042089,"gsim"
"30447","US_0009374",18.32896945,-65.7306179,"gsim"
"30448","US_0009375",18.2808247,-65.7006729,"gsim"
"30449","US_0009376",18.29696026,-65.693434,"gsim"
"30450","US_0009377",18.27523254,-65.7854406,"gsim"
"30451","US_0009378",18.22717929,-65.78460707,"gsim"
"30452","US_0009379",18.17207287,-65.8690463,"gsim"
"30453","US_0009380",18.06440843,-65.87377327,"gsim"
"30454","US_0009381",18.0252431,-65.9396074,"gsim"
"30455","US_0009382",18.03218668,-66.0321088,"gsim"
"30456","US_0009383",18.01440962,-66.0232196,"gsim"
"30457","US_0009384",18.05774042,-66.2407232,"gsim"
"30458","US_0009385",18.04274109,-66.2071116,"gsim"
"30459","US_0009386",18.08152279,-66.35443338,"gsim"
"30460","US_0009387",18.05024082,-66.4257263,"gsim"
"30461","US_0009388",18.1245157,-66.4573992,"gsim"
"30462","US_0009389",18.05231572,-66.51064169,"gsim"
"30463","US_0009390",18.08449533,-66.56269197,"gsim"
"30464","US_0009391",18.11480247,-66.6045061,"gsim"
"30465","US_0009392",18.07086823,-66.5810088,"gsim"
"30466","US_0009393",18.09789468,-66.64248707,"gsim"
"30467","US_0009394",18.07718453,-66.63322869,"gsim"
"30468","US_0009395",18.01718753,-66.60683938,"gsim"
"30469","US_0009396",18.04225808,-66.7977838,"gsim"
"30470","US_0009397",18.04721348,-66.8414844,"gsim"
"30471","US_0009398",18.15809875,-67.085388,"gsim"
"30472","US_0009399",18.1406935,-67.14837407,"gsim"
"30473","US_0009400",18.20328976,-66.7998977,"gsim"
"30474","US_0009401",18.28217419,-67.0505845,"gsim"
"30475","US_0009402",18.24848112,-67.07538479,"gsim"
"30476","US_0009403",18.35974259,-67.0921687,"gsim"
"30477","US_0009404",18.39250504,-67.15082509,"gsim"
"30478","UY_0000001",-31.38,-57.93,"gsim"
"30479","UY_0000002",-33.22,-56.9,"gsim"
"30480","UY_0000003",-32.23,-55.4,"gsim"
"30481","UY_0000004",-32.13,-55,"gsim"
"30482","UY_0000005",-32.42,-55.2,"gsim"
"30483","UZ_0000001",39.88,64.25,"gsim"
"30484","UZ_0000002",42.28,59.7,"gsim"
"30485","VE_0000001",8.71,-70.98,"gsim"
"30486","VE_0000002",9.67,-69.92,"gsim"
"30487","VE_0000003",10.2,-69.9,"gsim"
"30488","VE_0000004",10.32,-63.96,"gsim"
"30489","VE_0000005",8.39,-70.68,"gsim"
"30490","VE_0000006",8.51,-70.46,"gsim"
"30491","VE_0000007",5.9,-64.49,"gsim"
"30492","VE_0000008",5.97,-64.43,"gsim"
"30493","VE_0000009",8.15,-63.6,"gsim"
"30494","VE_0000010",3.12,-65.87,"gsim"
"30495","VE_0000011",1.93,-67.12,"gsim"
"30496","VE_0000012",1.95,-66.95,"gsim"
"30497","VN_0000001",14.3433,108.0067,"gsim"
"30498","VN_0000002",12.61,107.9333,"gsim"
"30499","VN_0000003",12.61,107.9333,"gsim"
"30500","VN_0000004",12.85,107.7833,"gsim"
"30501","VN_0000005",12.35,107.9333,"gsim"
"30502","ZA_0000001",-28.7578,17.7214,"gsim"
"30503","ZA_0000002",-31.8067,20.3578,"gsim"
"30504","ZA_0000003",-31.8153,20.5781,"gsim"
"30505","ZA_0000004",-30.4744,20.5192,"gsim"
"30506","ZA_0000005",-31.3661,21.3222,"gsim"
"30507","ZA_0000006",-31.6522,21.7683,"gsim"
"30508","ZA_0000007",-28.4578,21.2392,"gsim"
"30509","ZA_0000008",-29.6517,22.7458,"gsim"
"30510","ZA_0000009",-29.1619,23.6958,"gsim"
"30511","ZA_0000010",-29.8147,24.4375,"gsim"
"30512","ZA_0000011",-29.1442,26.3181,"gsim"
"30513","ZA_0000012",-29.6581,25.9728,"gsim"
"30514","ZA_0000013",-29.8125,26.2117,"gsim"
"30515","ZA_0000014",-29.9025,26.2144,"gsim"
"30516","ZA_0000015",-27.5733,24.7458,"gsim"
"30517","ZA_0000016",-27.8403,25.9044,"gsim"
"30518","ZA_0000017",-28.4989,24.6031,"gsim"
"30519","ZA_0000018",-27.3983,26.6131,"gsim"
"30520","ZA_0000019",-27.3997,26.6256,"gsim"
"30521","ZA_0000020",-27.9356,27.9964,"gsim"
"30522","ZA_0000021",-27.3558,27.2856,"gsim"
"30523","ZA_0000022",-27.37,26.3506,"gsim"
"30524","ZA_0000023",-27.5606,26.2333,"gsim"
"30525","ZA_0000024",-31.0008,26.3531,"gsim"
"30526","ZA_0000025",-30.6781,26.7164,"gsim"
"30527","ZA_0000026",-30.3364,27.3583,"gsim"
"30528","ZA_0000027",-30.8306,26.9206,"gsim"
"30529","ZA_0000028",-28.6947,28.2347,"gsim"
"30530","ZA_0000029",-26.8202,28.0633,"gsim"
"30531","ZA_0000030",-27.2983,28.4956,"gsim"
"30532","ZA_0000031",-27.8478,28.945,"gsim"
"30533","ZA_0000032",-28.085,28.8367,"gsim"
"30534","ZA_0000033",-28.3756,28.8617,"gsim"
"30535","ZA_0000034",-26.2481,27.5894,"gsim"
"30536","ZA_0000035",-26.2336,27.6519,"gsim"
"30537","ZA_0000036",-26.2328,27.6686,"gsim"
"30538","ZA_0000037",-27.1694,29.2331,"gsim"
"30539","ZA_0000038",-26.8614,28.8844,"gsim"
"30540","ZA_0000039",-34.0775,19.29,"gsim"
"30541","ZA_0000040",-34.0622,19.0722,"gsim"
"30542","ZA_0000041",-34.1661,19.1325,"gsim"
"30543","ZA_0000042",-34.1536,19.1356,"gsim"
"30544","ZA_0000043",-34.4053,19.5958,"gsim"
"30545","ZA_0000044",-34.2917,20.0228,"gsim"
"30546","ZA_0000045",-30.8239,18.1175,"gsim"
"30547","ZA_0000046",-33.9864,18.9556,"gsim"
"30548","ZA_0000047",-32.7803,19.2831,"gsim"
"30549","ZA_0000048",-32.2117,18.9367,"gsim"
"30550","ZA_0000049",-31.8625,18.6864,"gsim"
"30551","ZA_0000050",-33.1847,19.1553,"gsim"
"30552","ZA_0000051",-33.1344,19.0606,"gsim"
"30553","ZA_0000052",-33.4639,18.7403,"gsim"
"30554","ZA_0000053",-33.705,18.6997,"gsim"
"30555","ZA_0000054",-33.5819,18.3619,"gsim"
"30556","ZA_0000055",-33.8086,18.9842,"gsim"
"30557","ZA_0000056",-33.3139,19.0744,"gsim"
"30558","ZA_0000057",-33.3522,19.1003,"gsim"
"30559","ZA_0000058",-33.3794,19.1494,"gsim"
"30560","ZA_0000059",-33.3881,19.1592,"gsim"
"30561","ZA_0000060",-33.3906,19.1714,"gsim"
"30562","ZA_0000061",-33.8275,19.0347,"gsim"
"30563","ZA_0000062",-33.8264,19.0278,"gsim"
"30564","ZA_0000063",-33.8219,19.0589,"gsim"
"30565","ZA_0000064",-33.8153,19.0611,"gsim"
"30566","ZA_0000065",-33.8225,19.0464,"gsim"
"30567","ZA_0000066",-33.9125,18.9439,"gsim"
"30568","ZA_0000067",-33.8906,19.0789,"gsim"
"30569","ZA_0000068",-33.3806,19.3014,"gsim"
"30570","ZA_0000069",-33.4217,19.2669,"gsim"
"30571","ZA_0000070",-34.0703,20.39,"gsim"
"30572","ZA_0000071",-33.3594,19.2981,"gsim"
"30573","ZA_0000072",-33.4617,19.6172,"gsim"
"30574","ZA_0000073",-33.5683,19.1447,"gsim"
"30575","ZA_0000074",-33.7567,19.3297,"gsim"
"30576","ZA_0000075",-32.5028,19.535,"gsim"
"30577","ZA_0000076",-33.7639,19.8508,"gsim"
"30578","ZA_0000077",-34.0103,19.8378,"gsim"
"30579","ZA_0000078",-33.9542,19.5872,"gsim"
"30580","ZA_0000079",-33.9833,19.3292,"gsim"
"30581","ZA_0000080",-32.6017,18.7494,"gsim"
"30582","ZA_0000081",-33.9647,19.2914,"gsim"
"30583","ZA_0000082",-33.9386,19.1706,"gsim"
"30584","ZA_0000083",-33.5622,19.51,"gsim"
"30585","ZA_0000084",-33.7911,20.1239,"gsim"
"30586","ZA_0000085",-33.7089,20.0583,"gsim"
"30587","ZA_0000086",-33.6964,19.9281,"gsim"
"30588","ZA_0000087",-33.5964,19.7619,"gsim"
"30589","ZA_0000088",-33.6386,19.8136,"gsim"
"30590","ZA_0000089",-33.5719,20.7019,"gsim"
"30591","ZA_0000090",-33.9453,22.6142,"gsim"
"30592","ZA_0000091",-33.3542,19.7192,"gsim"
"30593","ZA_0000092",-33.2881,19.7272,"gsim"
"30594","ZA_0000093",-33.4894,21.4892,"gsim"
"30595","ZA_0000094",-33.4894,21.4894,"gsim"
"30596","ZA_0000095",-33.4919,21.5142,"gsim"
"30597","ZA_0000096",-34.0308,21.5864,"gsim"
"30598","ZA_0000097",-33.9875,21.7597,"gsim"
"30599","ZA_0000098",-33.31,21.6342,"gsim"
"30600","ZA_0000099",-33.4769,23.0294,"gsim"
"30601","ZA_0000100",-33.5453,22.9739,"gsim"
"30602","ZA_0000101",-33.4756,22.5478,"gsim"
"30603","ZA_0000102",-33.6792,22.14,"gsim"
"30604","ZA_0000103",-33.3681,22.1792,"gsim"
"30605","ZA_0000104",-33.4675,22.0006,"gsim"
"30606","ZA_0000105",-33.4608,21.9603,"gsim"
"30607","ZA_0000106",-34.0067,22.3503,"gsim"
"30608","ZA_0000107",-33.9508,22.4222,"gsim"
"30609","ZA_0000108",-33.9353,22.1306,"gsim"
"30610","ZA_0000109",-34.1031,22.0714,"gsim"
"30611","ZA_0000110",-33.9708,22.5472,"gsim"
"30612","ZA_0000111",-33.9125,22.7078,"gsim"
"30613","ZA_0000112",-33.8806,22.8378,"gsim"
"30614","ZA_0000113",-33.8908,23.0292,"gsim"
"30615","ZA_0000114",-33.9911,23.0419,"gsim"
"30616","ZA_0000115",-33.9383,23.3672,"gsim"
"30617","ZA_0000116",-33.8033,23.1353,"gsim"
"30618","ZA_0000117",-33.7378,23.3042,"gsim"
"30619","ZA_0000118",-33.9556,23.6383,"gsim"
"30620","ZA_0000119",-33.8656,23.8356,"gsim"
"30621","ZA_0000120",-33.7308,24.6178,"gsim"
"30622","ZA_0000121",-33.2036,24.2342,"gsim"
"30623","ZA_0000122",-32.2378,23.0506,"gsim"
"30624","ZA_0000123",-32.0689,23.0075,"gsim"
"30625","ZA_0000124",-33.7972,25.3089,"gsim"
"30626","ZA_0000125",-33.0003,25.1642,"gsim"
"30627","ZA_0000126",-33.1075,25.2283,"gsim"
"30628","ZA_0000127",-33.3292,26.0775,"gsim"
"30629","ZA_0000128",-33.0981,26.4447,"gsim"
"30630","ZA_0000129",-31.9031,25.4817,"gsim"
"30631","ZA_0000130",-31.9042,25.4306,"gsim"
"30632","ZA_0000131",-31.57,25.5439,"gsim"
"30633","ZA_0000132",-32.3856,25.5206,"gsim"
"30634","ZA_0000133",-32.6058,25.8844,"gsim"
"30635","ZA_0000134",-31.9683,26.0011,"gsim"
"30636","ZA_0000135",-33.3553,26.8614,"gsim"
"30637","ZA_0000136",-33.5067,26.7442,"gsim"
"30638","ZA_0000137",-32.1808,26.8206,"gsim"
"30639","ZA_0000138",-33.2378,26.9947,"gsim"
"30640","ZA_0000139",-33.1853,27.3906,"gsim"
"30641","ZA_0000140",-33.0117,26.9542,"gsim"
"30642","ZA_0000141",-32.7517,27.0903,"gsim"
"30643","ZA_0000142",-32.7517,27.0978,"gsim"
"30644","ZA_0000143",-32.6375,27.1925,"gsim"
"30645","ZA_0000144",-32.8583,27.3706,"gsim"
"30646","ZA_0000145",-32.9153,27.3861,"gsim"
"30647","ZA_0000146",-32.7869,27.2628,"gsim"
"30648","ZA_0000147",-32.7678,27.3728,"gsim"
"30649","ZA_0000148",-32.7594,26.8547,"gsim"
"30650","ZA_0000149",-32.64,26.9358,"gsim"
"30651","ZA_0000150",-32.7019,26.5758,"gsim"
"30652","ZA_0000151",-32.7133,26.2958,"gsim"
"30653","ZA_0000152",-32.4992,26.365,"gsim"
